日期,日消费,日点击,日展现,新注册数,活跃单元数,最大单元占比,星期,月份,是否周末,三态标签,CTR,CPC,CPA,消费MA7,注册MA7
2025-01-24,5363.98,1988,24731,308,5,0.5652854783202026,星期五,1,0,正常,0.08038494197565808,2.69817907444668,17.415519480519478,4435.3099999999995,307.42857142857144
2025-01-25,6020.49,2321,25415,325,2,0.7683211831595103,星期六,1,1,正常,0.0913240212472949,2.593920723825937,18.524584615384615,4500.592857142857,264.85714285714283
2025-01-26,6023.3,2256,24450,335,2,0.7908339282453141,星期日,1,1,补班,0.09226993865030675,2.6699024822695034,17.98,3974.941428571429,226.57142857142858
2025-01-27,2505.41,1195,11929,187,2,0.7465764086516778,星期一,1,0,正常,0.10017604157934445,2.0965774058577407,13.397914438502672,3257.118571428571,187.71428571428572
2025-01-28,1640.0,650,6494,77,2,0.7709268292682926,星期二,1,0,放假,0.10009239297813366,2.523076923076923,21.2987012987013,2593.88,149.42857142857142
2025-01-29,638.08,247,2664,40,2,0.784070962888666,星期三,1,0,放假,0.09271771771771772,2.5833198380566804,15.952000000000002,1848.53,109.14285714285714
2025-01-30,608.5699999999999,244,1769,42,2,0.8575677407693446,星期四,1,0,放假,0.13793103448275862,2.4941393442622948,14.489761904761902,1153.0642857142857,69.28571428571429
2025-01-31,721.31,274,2426,40,2,0.7941107152264629,星期五,1,0,放假,0.11294311624072548,2.6325182481751823,18.03275,995.6171428571428,52.857142857142854
2025-02-01,803.04,313,2923,43,2,0.7547569236899782,星期六,2,1,放假,0.10708176530961341,2.565623003194888,18.675348837209302,1019.3871428571429,55.0
2025-02-02,1155.04,479,3952,56,2,0.7958425682227456,星期日,2,1,放假,0.12120445344129555,2.411356993736952,20.625714285714285,1215.064285714286,67.14285714285714
2025-02-03,1403.28,586,4305,72,2,0.9265364004332707,星期一,2,0,放假,0.13612078977932637,2.3946757679180886,19.49,1420.1214285714286,76.85714285714286
2025-02-04,1806.3899999999999,739,5816,92,2,0.9190042017504526,星期二,2,0,放假,0.12706327372764786,2.4443707713125846,19.63467391304348,1677.554285714286,87.14285714285714
2025-02-05,2007.82,834,7261,125,2,0.9165861481606917,星期三,2,0,正常,0.11486021209199834,2.4074580335731413,16.062559999999998,1839.7299999999998,98.28571428571429
2025-02-06,2043.97,785,6741,110,2,0.9167013214479665,星期四,2,0,正常,0.1164515650496959,2.6037834394904458,18.581545454545456,2535.2885714285717,131.0
2025-02-07,2523.3399999999997,998,10649,112,2,0.8219066792425912,星期五,2,0,正常,0.09371771997370645,2.528396793587174,22.529821428571427,3198.441428571429,167.71428571428572
2025-02-08,1938.27,921,10912,121,2,0.8022463330702121,星期六,2,1,补班,0.0844024926686217,2.1045276872964167,16.018760330578512,3801.3614285714284,200.57142857142858
2025-02-09,6023.95,2261,25806,285,2,0.782619377650877,星期日,2,1,正常,0.08761528326745718,2.664285714285714,21.136666666666667,4314.03,224.57142857142858
2025-02-10,6045.35,2308,23718,329,2,0.8129967661094891,星期一,2,0,正常,0.09731005987014082,2.6193024263431544,18.374924012158054,4705.572857142857,245.57142857142858
2025-02-11,6026.83,2322,23983,322,2,0.7827232558409645,星期二,2,0,正常,0.09681857982737772,2.5955340223944874,18.716863354037265,4672.4800000000005,253.0
2025-02-12,5596.5,2133,23313,293,2,0.7410792459572947,星期三,2,0,正常,0.09149401621412946,2.6237693389592125,19.100682593856654,5009.564285714286,267.0
2025-02-13,4784.7699999999995,1880,19950,257,2,0.6992311020174429,星期四,2,0,正常,0.09423558897243108,2.5450904255319147,18.617782101167315,4743.794285714285,257.2857142857143
2025-02-14,2291.69,1048,10320,164,2,0.7452404120976223,星期五,2,0,正常,0.10155038759689923,2.1867270992366414,13.973719512195123,4378.2242857142855,236.71428571428572
2025-02-15,4297.860000000001,1699,17921,219,2,0.8022899768722107,星期六,2,1,正常,0.09480497740081469,2.529640965273691,19.624931506849318,4199.305714285714,223.85714285714286
2025-02-16,4163.5599999999995,1642,17025,217,2,0.8434680898077608,星期日,2,1,正常,0.09644640234948605,2.535663824604141,19.18691244239631,4258.591428571429,222.71428571428572
2025-02-17,3486.36,1337,13811,185,2,0.7887883064284813,星期一,2,0,正常,0.0968068930562595,2.6075991024682126,18.84518918918919,4580.737142857143,232.85714285714286
2025-02-18,4774.400000000001,1912,20547,232,2,0.8671791219839141,星期二,2,0,正常,0.0930549471942376,2.497071129707113,20.57931034482759,5642.76,259.0
2025-02-19,6011.5,2365,24958,285,2,0.8444963819346253,星期三,2,0,正常,0.09475919544835323,2.541860465116279,21.09298245614035,6726.428571428572,288.14285714285717
2025-02-20,7039.79,2708,27758,328,2,0.8446885489481931,星期四,2,0,正常,0.09755746091216946,2.5996270310192022,21.4627743902439,6904.465714285715,350.57142857142856
2025-02-21,9725.85,3781,37022,347,4,0.7078723196430131,星期五,2,0,正常,0.10212846415644752,2.5722956889711717,28.028386167146977,6997.322857142857,370.57142857142856
2025-02-22,11883.539999999999,5919,52726,423,6,0.5515502956189823,星期六,2,1,正常,0.11225960626635816,2.0076938672072986,28.093475177304963,7650.684285714286,399.42857142857144
2025-02-23,5409.82,2791,24063,654,3,0.5423692470359458,星期日,2,1,正常,0.1159872002659685,1.9383088498745968,8.271896024464832,8481.985714285714,468.0
2025-02-24,4136.360000000001,2082,15798,325,3,0.47915800365538774,星期一,2,0,正常,0.131788834029624,1.986724303554275,12.72726153846154,9011.1,527.2857142857143
2025-02-25,9347.93,4847,31163,434,3,0.5453324960713227,星期二,2,0,正常,0.15553701504989892,1.9286011966164638,21.53900921658986,9199.74857142857,598.7142857142857
2025-02-26,11830.61,5604,55080,765,4,0.515554988288854,星期三,2,0,正常,0.10174291938997822,2.1111009992862244,15.464849673202615,9180.461428571429,640.8571428571429
2025-02-27,10743.59,5149,52985,743,3,0.5473794141436894,星期四,2,0,正常,0.09717844673020666,2.0865391338123906,14.459744279946165,9539.892857142857,637.0
2025-02-28,11046.39,5052,67483,847,4,0.6204325576047922,星期五,2,0,正常,0.07486329890490938,2.186538004750594,13.041782762691852,9834.897142857142,681.1428571428571
2025-03-01,11748.529999999999,5710,51554,718,3,0.5007077481182752,星期六,3,1,正常,0.11075765217053962,2.0575359019264448,16.36285515320334,9724.92857142857,714.7142857142857
2025-03-02,7925.84,3966,29252,627,3,0.6805247140997042,星期日,3,1,正常,0.1355804731300424,1.9984467977811398,12.640893141945774,9306.011428571428,718.7142857142857
2025-03-03,6201.39,3128,23632,634,4,0.7397293187495062,星期一,3,0,正常,0.13236289776574137,1.982541560102302,9.781372239747634,9125.039999999999,737.7142857142857
2025-03-04,8578.15,4063,39174,669,3,0.6393243298380188,星期二,3,0,正常,0.10371675090621331,2.1112847649520057,12.822346786248131,9130.847142857143,714.2857142857143
2025-03-05,8898.189999999999,4218,48108,793,4,0.7046871330012059,星期三,3,0,正常,0.08767772511848342,2.1095756282598384,11.22092055485498,9035.01,680.2857142857143
2025-03-06,9476.79,4646,53527,876,4,0.7339362801117255,星期四,3,0,正常,0.08679731724176584,2.0397739991390447,10.818253424657534,8747.151428571427,631.2857142857143
2025-03-07,11087.039999999999,5517,49919,683,4,0.829922143331313,星期五,3,0,正常,0.1105190408461708,2.0096139206090267,16.23285505124451,8452.238571428572,586.4285714285714
2025-03-08,11077.67,5029,68082,480,3,0.7491746910677065,星期六,3,1,正常,0.07386680767310008,2.2027580035792402,23.078479166666668,8230.710000000001,570.2857142857143
2025-03-09,5910.83,2843,35197,284,4,0.752055125929861,星期日,3,1,正常,0.08077392959627241,2.079081955680619,20.812781690140845,8195.332857142857,546.0
2025-03-10,4137.0,1940,18148,320,4,0.6532148900169205,星期一,3,0,正常,0.10689883182719859,2.1324742268041237,12.928125,8016.245714285715,465.7142857142857
2025-03-11,7027.45,2958,29758,556,4,0.48820980583284124,星期二,3,0,正常,0.09940184152160764,2.3757437457741717,12.63929856115108,7210.694285714286,434.42857142857144
2025-03-12,8650.55,3861,58638,623,4,0.5655478553386779,星期三,3,0,正常,0.06584467410211808,2.2404946904946903,13.885313001605136,6647.038571428571,431.7142857142857
2025-03-13,8223.18,3422,79377,314,4,0.6296408445394603,星期四,3,0,正常,0.04311072476913968,2.403033313851549,26.188471337579617,6830.469999999999,423.57142857142856
2025-03-14,5448.18,2342,56701,464,4,0.5832222870756839,星期五,3,0,正常,0.04130438616602882,2.326293766011956,11.74176724137931,7387.915714285714,416.2857142857143
2025-03-15,7132.08,3407,57870,461,4,0.6698719027268343,星期六,3,1,正常,0.058873336789355454,2.09336072791312,15.470889370932754,7321.131428571428,415.2857142857143
2025-03-16,7194.849999999999,3413,64671,227,4,0.646815430481525,星期日,3,1,正常,0.052774814058851725,2.1080720773513035,31.695374449339205,8224.977142857142,394.85714285714283
2025-03-17,8039.120000000001,3725,51124,269,4,0.5569378240404422,星期一,3,0,正常,0.0728620608716063,2.1581530201342285,29.885204460966545,8918.248571428572,386.42857142857144
2025-03-18,6559.960000000001,2403,36231,549,3,0.6710223842828309,星期二,3,0,正常,0.0663244183158069,2.729904286308781,11.948925318761386,9660.694285714286,378.14285714285717
2025-03-19,14977.470000000001,5850,78823,480,3,0.5081639288878562,星期三,3,0,正常,0.0742169163822742,2.5602512820512824,31.2030625,9648.712857142858,329.2857142857143
2025-03-20,13076.08,4685,58483,255,4,0.48246492832714394,星期四,3,0,正常,0.08010874955115162,2.791052294557097,51.27874509803922,9082.02142857143,303.42857142857144
2025-03-21,10645.3,5014,42840,406,4,0.345600405812894,星期五,3,0,正常,0.11704014939309057,2.123115277223773,26.219950738916253,8524.925714285715,274.57142857142856
2025-03-22,7048.21,4370,171082,119,4,0.6947168146238549,星期六,3,1,正常,0.02554330671841573,1.612862700228833,59.228655462184875,7728.7300000000005,205.85714285714286
2025-03-23,3228.01,2242,65862,46,2,0.7493285336786442,星期日,3,1,正常,0.03404087334122863,1.4397903657448707,70.17413043478261,5743.028571428572,143.42857142857142
2025-03-24,4139.45,3370,143062,67,2,0.942663880467212,星期一,3,0,正常,0.023556220379975117,1.2283234421364984,61.78283582089552,4016.0442857142857,113.42857142857143
2025-03-25,986.5899999999999,807,35431,68,2,0.6620480645455559,星期二,3,0,正常,0.0227766645028365,1.222540272614622,14.508676470588235,2584.187142857143,63.285714285714285
2025-03-26,1077.56,979,39952,43,2,0.5871784401796653,星期三,3,0,正常,0.024504405286343612,1.1006741573033707,25.05953488372093,1720.6671428571426,55.0
2025-03-27,987.1899999999999,1057,47022,45,2,0.6111184270505171,星期四,3,0,正常,0.022478839692059036,0.9339545884578997,21.937555555555555,1403.75,50.857142857142854
2025-03-28,622.3,822,33805,55,2,0.6918206652739837,星期五,3,0,正常,0.02431592959621358,0.7570559610705595,11.314545454545454,934.6728571428572,44.142857142857146
2025-03-29,1003.5699999999999,1129,46190,61,2,0.5067309704355452,星期六,3,1,正常,0.024442520025979648,0.8889016829052258,16.451967213114752,872.5542857142856,40.0
2025-03-30,1009.59,740,50229,17,2,0.8605869709486029,星期日,3,1,正常,0.01473252503533815,1.3643108108108108,59.38764705882353,830.13,39.57142857142857
2025-03-31,855.91,649,40704,20,1,1.0,星期一,3,0,正常,0.01594437893081761,1.3188135593220338,42.7955,768.2771428571428,35.857142857142854
2025-04-01,551.76,500,27666,39,2,0.6653073800202987,星期二,4,0,正常,0.018072724643967326,1.10352,14.147692307692308,722.84,31.571428571428573
2025-04-02,780.59,564,28455,40,2,0.8908133591257894,星期三,4,0,正常,0.01982076963626779,1.3840248226950356,19.51475,626.8585714285715,26.857142857142858
2025-04-03,554.22,386,21426,19,2,0.7723467215185306,星期四,4,0,正常,0.018015495192756463,1.4358031088082903,29.169473684210526,557.1314285714286,30.857142857142858
2025-04-04,304.24,207,12347,25,2,0.6208256639495136,星期五,4,0,放假,0.016765206122944847,1.4697584541062803,12.1696,574.4471428571429,38.714285714285715
2025-04-05,331.7,229,13004,28,2,0.6408501658124811,星期六,4,1,放假,0.01760996616425715,1.448471615720524,11.846428571428572,1446.0399999999997,58.285714285714285
2025-04-06,521.5,369,18335,45,3,0.5806711409395973,星期日,4,1,放假,0.020125443141532588,1.4132791327913279,11.588888888888889,1814.2314285714285,96.42857142857143
2025-04-07,977.1199999999999,701,35947,75,3,0.5846774193548387,星期一,4,0,正常,0.019500931927560018,1.393894436519258,13.028266666666665,2217.832857142857,137.71428571428572
2025-04-08,6652.91,3203,55625,176,4,0.4927077023437864,星期二,4,0,正常,0.05758202247191011,2.0770871058382765,37.800625,2655.1614285714286,185.14285714285714
2025-04-09,3357.93,3441,30971,307,1,1.0,星期三,4,0,正常,0.11110393594007296,0.9758587619877942,10.937882736156352,3088.238571428571,233.0
2025-04-10,3379.43,3434,32477,308,1,1.0,星期四,4,0,正常,0.10573636727530253,0.9841089108910891,10.972175324675325,3151.281428571428,250.0
2025-04-11,3365.54,3331,32561,357,2,0.999500823047713,星期五,4,0,正常,0.10230029790239857,1.0103692584809367,9.427282913165266,3136.7942857142857,264.14285714285717
2025-04-12,3363.24,3438,32789,363,2,0.9994826417383238,星期六,4,1,正常,0.10485223703071152,0.9782547993019196,9.265123966942149,2489.1685714285713,296.2857142857143
2025-04-13,962.8,1639,10222,164,2,0.9998442044038222,星期日,4,1,正常,0.16034044218352572,0.587431360585723,5.870731707317073,2395.904285714286,302.57142857142856
2025-04-14,875.71,1378,7811,174,2,0.9992691644494182,星期一,4,0,正常,0.17641787223146843,0.6354934687953556,5.0328160919540235,2359.6257142857144,310.0
2025-04-15,2119.53,3774,57813,401,1,1.0,星期二,4,0,正常,0.06527943542109906,0.5616136724960255,5.285610972568579,2266.628571428571,292.85714285714283
2025-04-16,2705.08,3755,80310,351,4,0.8992414272405992,星期三,4,0,正常,0.04675631926285643,0.7203941411451398,7.706780626780627,2262.8571428571427,268.42857142857144
2025-04-17,3125.48,3868,97114,360,4,0.6368141853411315,星期四,4,0,正常,0.03982947875692485,0.8080351602895554,8.681888888888889,2230.444285714286,259.57142857142856
2025-04-18,2714.56,3449,94005,237,3,0.44088544736531887,星期五,4,0,正常,0.036689537790543056,0.7870571180052189,11.453839662447256,2245.0828571428574,257.0
2025-04-19,3336.84,2739,68285,192,3,0.5578181752796058,星期六,4,1,正常,0.04011129823533719,1.2182694414019715,17.379375,2551.5057142857145,246.85714285714286
2025-04-20,735.9100000000001,995,32486,102,3,0.7355790789634602,星期日,4,1,正常,0.030628578464569352,0.7396080402010051,7.214803921568628,2801.15,244.85714285714286
2025-04-21,978.1800000000001,1267,36450,156,3,0.5815187388824142,星期一,4,0,正常,0.0347599451303155,0.7720441988950276,6.270384615384616,3547.8228571428576,261.7142857142857
2025-04-22,4264.49,4280,108287,330,4,0.8019903904101077,星期二,4,0,正常,0.03952459667365427,0.996376168224299,12.922696969696968,3933.4900000000002,271.42857142857144
2025-04-23,4452.59,4006,88731,337,3,0.8635378510035732,星期三,4,0,正常,0.045147693590740556,1.1114802795806291,13.212433234421365,4249.897142857143,283.57142857142856
2025-04-24,8352.19,5971,110901,478,4,0.4716008615704384,星期四,4,0,正常,0.05384081297734015,1.3987924970691676,17.473200836820084,4386.605714285714,291.7142857142857
2025-04-25,5414.2300000000005,4349,106887,305,5,0.43357596555742917,星期五,4,0,正常,0.04068782920280296,1.2449367670728904,17.751573770491806,4916.935714285714,299.2857142857143
2025-04-26,5551.69,3547,93635,277,5,0.6074744807437016,星期六,4,1,正常,0.03788113419127463,1.56517902452777,20.042202166064982,4817.351428571428,278.2857142857143
2025-04-27,1692.87,1777,42962,159,5,0.4337249759284529,星期日,4,1,补班,0.04136213397886505,0.952656162070906,10.64698113207547,4325.4685714285715,244.42857142857142
2025-04-28,4690.49,2893,99235,209,5,0.4491790836351852,星期一,4,0,正常,0.02915302060764851,1.621323885240235,22.442535885167462,3195.0299999999997,183.28571428571428
2025-04-29,3567.3999999999996,1896,94746,183,5,0.5847900431686943,星期二,4,0,正常,0.020011398898106516,1.8815400843881855,19.49398907103825,2497.405714285714,147.0
2025-04-30,1009.4100000000001,1229,75911,100,5,0.6574236435145282,星期三,4,0,正常,0.016190011987722464,0.821326281529699,10.094100000000001,1781.5457142857142,116.0
2025-05-01,439.12,459,21891,50,5,0.500318819457096,星期四,5,0,放假,0.02096752089899959,0.9566884531590414,8.7824,1627.9414285714286,104.14285714285714
2025-05-02,530.86,483,22816,51,5,0.5854839317334137,星期五,5,0,放假,0.021169354838709676,1.099089026915114,10.409019607843138,1078.3428571428572,88.0
2025-05-03,540.6700000000001,552,24338,60,5,0.4724508480218987,星期六,5,1,放假,0.022680581806228943,0.9794746376811595,9.011166666666668,1065.1399999999999,105.85714285714286
2025-05-04,617.64,636,29304,76,5,0.47432161129460526,星期日,5,1,放假,0.021703521703521703,0.9711320754716981,8.126842105263158,1768.3828571428571,154.57142857142858
2025-05-05,843.3,888,38568,96,5,0.4809320526503024,星期一,5,0,放假,0.023024268823895456,0.9496621621621621,8.784374999999999,2337.988571428571,185.71428571428572
2025-05-06,3474.98,2829,102909,308,6,0.6059631997882002,星期二,5,0,正常,0.02749030697023584,1.2283421703782256,11.282402597402598,3141.4742857142855,217.28571428571428
2025-05-07,5932.110000000001,3791,115135,441,6,0.731549145245115,星期三,5,0,正常,0.03292656446779867,1.564787654972303,13.451496598639457,4193.108571428571,254.85714285714286
2025-05-08,4426.36,2373,107160,268,6,0.6721527394970134,星期四,5,0,正常,0.022144456886898096,1.865301306363253,16.516268656716417,4931.72,282.42857142857144
2025-05-09,6155.26,2607,124193,272,6,0.5161406666818298,星期五,5,0,正常,0.020991521261262712,2.3610510164940544,22.629632352941176,5159.185714285713,292.2857142857143
2025-05-10,7902.11,3864,115573,323,6,0.37830149162691995,星期六,5,1,正常,0.033433414378790896,2.045059523809524,24.46473684210526,5841.622857142857,294.42857142857144
2025-05-11,5787.92,3416,114083,269,6,0.5425541472584279,星期日,5,1,正常,0.029943111594190195,1.6943559718969554,21.5164312267658,5747.458571428571,270.0
2025-05-12,2435.56,1617,54002,165,5,0.4688038890439981,星期一,5,0,正常,0.029943335432021035,1.506221397649969,14.760969696969697,5830.065714285714,267.85714285714283
2025-05-13,8252.04,4537,113583,323,6,0.4515986350041929,星期二,5,0,正常,0.039944357870455964,1.8188318271985895,25.548111455108362,5851.5542857142855,270.7142857142857
2025-05-14,5272.96,3078,111450,270,6,0.5125849617672048,星期三,5,0,正常,0.027617765814266487,1.7131124106562703,19.529481481481483,5511.984285714287,261.14285714285717
2025-05-15,5004.61,2453,110050,253,7,0.49043382001794344,星期四,5,0,正常,0.022289868241708314,2.040199755401549,19.781067193675888,5083.651428571428,244.28571428571428
2025-05-16,6305.68,3654,119160,292,7,0.3816876213191916,星期五,5,0,正常,0.03066465256797583,1.7256923918992886,21.594794520547946,5281.878571428571,249.57142857142858
2025-05-17,5525.12,3295,123251,256,6,0.46265058496467043,星期六,5,1,正常,0.026734063009630753,1.6768194233687406,21.5825,5087.515714285714,242.0
2025-05-18,2789.5899999999997,1860,79982,151,6,0.45367957298384354,星期日,5,1,正常,0.02325523242729614,1.499779569892473,18.4741059602649,5175.1900000000005,247.14285714285714
2025-05-19,3823.15,2006,79195,202,7,0.44099237539725095,星期一,5,0,正常,0.025329881936990973,1.9058574277168494,18.926485148514853,5216.164285714286,253.0
2025-05-20,6891.5,4382,127415,270,7,0.4463759703983167,星期二,5,0,正常,0.03439155515441667,1.5726837060702876,25.524074074074075,4783.997142857143,249.85714285714286
2025-05-21,5886.68,4050,129340,306,8,0.42597015635298674,星期三,5,0,正常,0.03131281892685944,1.4535012345679013,19.23751633986928,4439.030000000001,245.0
2025-05-22,5291.43,4185,131810,294,9,0.3845576715557042,星期四,5,0,正常,0.031750246567028295,1.2643799283154122,17.998061224489796,4257.86,244.42857142857142
2025-05-23,3280.51,3340,106738,270,5,0.4222575148376319,星期五,5,0,正常,0.031291573760047965,0.982188622754491,12.150037037037038,3955.881428571429,243.14285714285714
2025-05-24,3110.3500000000004,3406,101372,222,5,0.3677689006060411,星期六,5,1,正常,0.033599021426034804,0.9131972988843219,14.010585585585588,3518.941428571429,251.85714285714286
2025-05-25,1521.4,1503,54900,147,5,0.35328644669383463,星期日,5,1,正常,0.027377049180327868,1.0122421823020626,10.349659863945579,3222.2400000000002,248.0
2025-05-26,1709.3000000000002,1708,58359,193,5,0.35186918621657987,星期一,5,0,正常,0.02926712246611491,1.00076112412178,8.856476683937824,3031.8985714285714,246.14285714285714
2025-05-27,3832.92,3706,112467,331,5,0.3606780209344312,星期二,5,0,正常,0.03295188810940098,1.0342471667566109,11.579818731117825,3086.4885714285715,244.14285714285714
2025-05-28,3809.77,3709,108873,279,5,0.3781356879811642,星期三,5,0,正常,0.03406721593048782,1.0271690482609868,13.655089605734767,2908.137142857143,222.57142857142858
2025-05-29,3959.04,3547,110339,281,5,0.34591719204655674,星期四,5,0,正常,0.032146385230970013,1.116165773893431,14.089110320284698,2921.121428571429,211.42857142857142
2025-05-30,3662.64,3003,106306,256,5,0.3125778127252474,星期五,5,0,正常,0.028248640716422403,1.2196603396603396,14.3071875,2913.2414285714285,193.0
2025-05-31,1861.89,686,23775,71,3,0.7951436443613747,星期六,5,1,放假,0.028853838065194534,2.714125364431487,26.22380281690141,2797.1885714285713,168.71428571428572
2025-06-01,1612.29,602,22406,69,3,0.7533942404902344,星期日,6,1,放假,0.026867803266982057,2.6782225913621263,23.366521739130434,3081.078571428571,152.42857142857142
2025-06-02,1654.14,618,25621,64,3,0.7619608981101963,星期一,6,0,放假,0.024120838374770696,2.676601941747573,25.8459375,3336.618571428571,138.57142857142858
2025-06-03,3020.55,2069,80546,161,5,0.6920196652927447,星期二,6,0,正常,0.02568718496263005,1.4599081681971968,18.761180124223603,3706.4314285714286,126.0
2025-06-04,5797.0,1862,37063,165,1,1.0,星期三,6,0,正常,0.05023878261338802,3.1133190118152525,35.13333333333333,4013.8857142857146,132.42857142857142
2025-06-05,5747.82,1925,63453,184,1,1.0,星期四,6,0,正常,0.030337415094636975,2.9858805194805194,31.238152173913043,4213.144285714286,150.14285714285714
2025-06-06,6251.33,1746,47112,168,1,1.0,星期五,6,0,正常,0.03706062149770759,3.580372279495991,37.210297619047616,4215.765714285714,158.85714285714286
2025-06-07,4014.07,1282,48082,116,3,0.9386632520110512,星期六,6,1,正常,0.026662784409966306,3.13109984399376,34.60405172413793,4038.88,156.0
2025-06-08,3007.1,2739,87023,193,5,0.4042964982873865,星期日,6,1,正常,0.03147443779230778,1.0978824388462942,15.58082901554404,4053.014285714286,162.0
2025-06-09,1672.49,1331,48350,125,5,0.34404988968543904,星期一,6,0,正常,0.02752843846949328,1.2565664913598797,13.37992,3736.6600000000003,155.42857142857142
2025-06-10,1782.3500000000001,1414,56162,141,5,0.3748309815692765,星期二,6,0,正常,0.02517716605533991,1.2605021216407355,12.640780141843972,3143.6585714285716,150.85714285714286
2025-06-11,5895.9400000000005,2043,75269,207,3,0.8426866623473102,星期三,6,0,正常,0.027142648367853964,2.8859226627508567,28.482801932367153,2844.381428571429,147.42857142857142
2025-06-12,3533.34,1452,64631,138,3,0.8391861524789576,星期四,6,0,正常,0.02246599928826724,2.433429752066116,25.60391304347826,2550.1685714285713,127.42857142857143
2025-06-13,2100.32,1191,65353,136,5,0.5528919402757675,星期五,6,0,正常,0.01822410600890548,1.7634928631402185,15.443529411764708,2436.182857142857,117.57142857142857
2025-06-14,1919.13,1221,83351,92,5,0.4269486694491775,星期六,6,1,正常,0.014648894434379911,1.5717690417690418,20.860108695652176,2589.84,120.0
2025-06-15,947.61,598,48305,53,5,0.39930984265678915,星期日,6,1,正常,0.012379670841527792,1.5846321070234113,17.87943396226415,2215.578571428571,111.71428571428571
2025-06-16,874.59,542,54384,56,5,0.46996878537371795,星期一,6,0,正常,0.009966166519564577,1.6136346863468636,15.617678571428572,2032.2785714285715,107.28571428571429
