日期,方案ID,推广单元ID,Bjt,Kjt,Ejt,Eup,Etop,qjt,cpc,ctr,pjt
2025-09-13,495817671,9630806627,32.75,39,3814,444,75,1.1908396946564885,0.8397435897435898,0.010225485055060305,3.795883586785527
2025-09-13,500635396,9657930100,4439.45,1487,39683,24483,5127,0.33495140163759024,2.985507733691997,0.03747196532520223,2.8807549832421944
2025-09-13,500635396,9773660250,0.0,0,17,1,0,,,0.0,3.911764705882353
2025-09-13,525368335,9811363528,48.37,74,21809,434,253,1.5298738887740335,0.6536486486486486,0.0033930945939749644,3.952748865147416
2025-09-14,63563817,1841014603,22.85,22,630,117,87,0.9628008752735229,1.0386363636363638,0.03492063492063492,3.5142857142857142
2025-09-14,63563817,2526158329,0.0,0,29,0,0,,,0.0,4.0
2025-09-14,63563817,2874903000,12.64,11,485,126,56,0.870253164556962,1.1490909090909092,0.02268041237113402,3.4371134020618554
2025-09-14,63563817,4190988309,13.43,10,1304,128,22,0.7446016381236039,1.343,0.007668711656441718,3.8274539877300615
2025-09-14,63563817,4190988310,31.05,25,738,80,15,0.8051529790660226,1.242,0.03387533875338753,3.8069105691056913
2025-09-14,495403620,8878077181,593.84,911,1266,1235,1175,1.5340832547487537,0.6518551042810099,0.7195892575039494,1.1445497630331753
2025-09-14,495403620,9628223555,53.3,65,4341,452,89,1.2195121951219512,0.82,0.014973508408200876,3.8130615065653077
2025-09-14,495817671,9630806627,34.42,41,3360,423,66,1.1911679256246368,0.8395121951219513,0.012202380952380952,3.7816964285714287
2025-09-14,500635396,9657930100,4441.75,1440,33110,20966,5248,0.3241965441548939,3.084548611111111,0.04349139232860163,2.812413168227122
2025-09-14,500635396,9773660250,0.0,0,22,4,0,,,0.0,3.727272727272727
2025-09-14,525368335,9811363528,42.49,61,16835,465,297,1.4356319133913862,0.6965573770491804,0.0036234036234036233,3.932105732105732
2025-09-15,63563817,1841014603,7.99,9,319,47,35,1.1264080100125156,0.8877777777777778,0.02821316614420063,3.614420062695925
2025-09-15,63563817,2526158329,0.0,0,18,0,0,,,0.0,4.0
2025-09-15,63563817,2874903000,3.6,4,177,25,11,1.1111111111111112,0.9,0.022598870056497175,3.694915254237288
2025-09-15,63563817,4190988309,0.96,2,629,35,6,2.0833333333333335,0.48,0.003179650238473768,3.9022257551669317
2025-09-15,63563817,4190988310,2.89,3,239,26,5,1.0380622837370241,0.9633333333333334,0.012552301255230125,3.805439330543933
2025-09-15,495403620,8878077181,167.74,251,353,328,299,1.496363419577918,0.6682868525896415,0.7110481586402266,1.3356940509915014
2025-09-15,495403620,9628223555,14.67,20,2395,164,35,1.3633265167007498,0.7335,0.008350730688935281,3.875365344467641
2025-09-15,495817671,9630806627,17.37,19,1602,119,39,1.0938399539435808,0.9142105263157895,0.011860174781523096,3.852059925093633
2025-09-15,500635396,9657930100,304.31,202,7444,2699,697,0.6637967861719957,1.5064851485148516,0.027135948414830736,3.315690488984417
2025-09-15,500635396,9773660250,0.0,0,25,2,1,,,0.0,3.82
2025-09-15,525368335,9811363528,15.8,23,15272,216,156,1.4556962025316456,0.6869565217391305,0.0015060240963855422,3.963462545835516
2025-09-16,63563817,1841014603,7.78,7,242,50,35,0.8997429305912596,1.1114285714285714,0.028925619834710745,3.4731404958677685
2025-09-16,63563817,2526158329,0.0,0,50,1,0,,,0.0,3.97
2025-09-16,63563817,2874903000,6.13,4,141,21,8,0.6525285481239804,1.5325,0.028368794326241134,3.6914893617021276
2025-09-16,63563817,4190988309,3.84,4,629,28,11,1.0416666666666667,0.96,0.006359300476947536,3.9069952305246423
2025-09-16,63563817,4190988310,5.88,5,167,26,9,0.8503401360544218,1.176,0.029940119760479042,3.68562874251497
2025-09-16,495403620,8878077181,122.72,187,279,266,241,1.523794002607562,0.6562566844919786,0.6702508960573477,1.2741935483870968
2025-09-16,495403620,9628223555,6.92,9,1871,140,22,1.300578034682081,0.7688888888888888,0.004810261892036344,3.8701229289150185
2025-09-16,495817671,9630806627,9.42,13,1548,106,40,1.3800424628450105,0.7246153846153847,0.008397932816537468,3.858527131782946
2025-09-16,500635396,9657930100,241.64,185,7740,2278,523,0.7656017215692766,1.3061621621621622,0.023901808785529714,3.4571705426356587
2025-09-16,500635396,9773660250,0.0,0,40,0,0,,,0.0,4.0
2025-09-16,525368335,9811363528,15.35,26,14675,206,147,1.6938110749185669,0.5903846153846154,0.0017717206132879047,3.9639182282793866
2025-09-17,63563817,1841014603,3.36,3,340,43,26,0.8928571428571429,1.1199999999999999,0.008823529411764706,3.695588235294118
2025-09-17,63563817,2526158329,0.0,0,27,0,0,,,0.0,4.0
2025-09-17,63563817,2874903000,2.76,4,133,21,6,1.4492753623188408,0.69,0.03007518796992481,3.6954887218045114
2025-09-17,63563817,4190988309,1.5,1,599,26,4,0.6666666666666666,1.5,0.001669449081803005,3.9248747913188646
2025-09-17,63563817,4190988310,3.72,3,252,24,5,0.8064516129032258,1.24,0.011904761904761904,3.8273809523809526
2025-09-17,495403620,8878077181,151.36,231,332,308,269,1.5261627906976742,0.6552380952380953,0.6957831325301205,1.3930722891566265
2025-09-17,495403620,9628223555,8.6,10,1657,143,13,1.1627906976744187,0.86,0.006035003017501509,3.858780929390465
2025-09-17,495817671,9630806627,6.01,12,1588,104,34,1.9966722129783694,0.5008333333333334,0.007556675062972292,3.869647355163728
2025-09-17,500635396,9657930100,238.85,189,8552,2522,679,0.7912916056102156,1.2637566137566136,0.022100093545369504,3.4385523854069224
2025-09-17,500635396,9773660250,0.0,0,30,0,0,,,0.0,4.0
2025-09-17,525368335,9811363528,17.03,23,15930,205,139,1.3505578391074573,0.7404347826086957,0.0014438166980539863,3.967608286252354
