方案ID,推广单元ID,关键词ID,C,K,V,in_cand,qbar,eta_raw,eta_eb,eta_win,eta26_d0.3,eta26_d0.5,eta26_d0.7,eta26,dbar,d,类别,w
63563817,1841014603,6083,126.96,76,279,True,0.8438207903347595,0.7094086131398524,0.726755425301701,0.726755425301701,0.9180266275905102,0.8633777126508505,0.8087287977111908,0.8633777126508505,3.005219985085757,3.607639998579596,重点词,0.027121888278157435
63563817,1841014603,6149,183.37,97,613,True,0.8438207903347595,0.6268927219233803,0.6426020917259062,0.6426020917259062,0.8927806275177719,0.821301045862953,0.7498214642081343,0.821301045862953,3.005219985085757,6.067064379816058,重点词,0.039172500421910283
63563817,1841014603,6352,61.07,36,181,True,0.8438207903347595,0.6985932085855928,0.733734807584582,0.733734807584582,0.9201204422753746,0.866867403792291,0.8136143653092074,0.866867403792291,3.005219985085757,4.660039997288319,重点词,0.01304610678282195
63563817,1841014603,6414,1.78,1,1,True,0.8438207903347595,0.6657785151111447,0.9395412354570973,0.9395412354570973,0.9818623706371292,0.9697706177285487,0.9576788648199681,0.9697706177285487,3.005219985085757,2.7824177645206727,潜力词,0.000380253317069315
63563817,2526158329,770,41.28,30,49,True,0.5831099195710456,1.2463245121625233,1.206085850467551,1.206085850467551,1.0618257551402652,1.1030429252337755,1.1442600953272857,1.1030429252337755,2.4827586206896552,1.8121597096188746,重点词,0.47258156840297655
63563817,2526158329,934,3.84,2,4,True,0.5831099195710456,0.893199233716475,0.9655365594513666,0.9655365594513666,0.9896609678354099,0.9827682797256834,0.9758755916159566,0.9827682797256834,2.4827586206896552,2.386206896551724,黄金词,0.043961076130509445
63563817,2526158329,1262,2.21,1,1,True,0.5831099195710456,0.7759920944505122,0.9517957671602368,0.9517957671602368,0.9855387301480709,0.9758978835801184,0.9662570370121658,0.9758978835801184,2.4827586206896552,2.318007662835249,潜力词,0.025300515168860907
63563817,2526158329,2397,8.06,6,24,True,0.5831099195710456,1.2766321553863265,1.1383160776931631,1.1383160776931631,1.0414948233079488,1.0691580388465816,1.096821254385214,1.0691580388465816,2.4827586206896552,3.133004926108374,重点词,0.0922724670864339
63563817,2526158329,3286,1.9,1,1,True,0.5831099195710456,0.9026013309134905,0.981419932603979,0.981419932603979,0.9944259797811936,0.9907099663019895,0.9869939528227852,0.9907099663019895,2.4827586206896552,2.318007662835249,潜力词,0.021751574127074985
63563817,2526158329,5236,7.11,5,36,True,0.5831099195710456,1.2060074041741435,1.096553239530531,1.096553239530531,1.0289659718591593,1.0482766197652655,1.0675872676713718,1.0482766197652655,2.4827586206896552,4.297082228116711,黄金词,0.0813966800228964
63563817,2526158329,5700,3.63,2,1,True,0.5831099195710456,0.9448719166587505,0.9828815275852234,0.9828815275852234,0.994864458275567,0.9914407637926117,0.9880170693096564,0.9914407637926117,2.4827586206896552,2.086206896551724,潜力词,0.041556954779622214
63563817,2526158329,6207,2.68,2,3,True,0.5831099195710456,1.2798078572653968,1.0698216999507693,1.0698216999507693,1.0209465099852308,1.0349108499753847,1.0488751899655386,1.0349108499753847,2.4827586206896552,2.2862068965517244,黄金词,0.03068116771608472
63563817,2526158329,6545,14.84,6,37,True,0.5831099195710456,0.6933729900548378,0.8012949856949254,0.8012949856949254,0.9403884957084776,0.9006474928474627,0.8609064899864478,0.9006474928474627,2.4827586206896552,4.0615763546798025,重点词,0.16989124212936463
63563817,2526158329,6604,1.8,1,2,True,0.5831099195710456,0.9527458492975733,0.9913734816161897,0.9913734816161897,0.9974120444848569,0.9956867408080948,0.9939614371313328,0.9956867408080948,2.4827586206896552,2.42911877394636,黄金词,0.020606754436176305
63563817,2874903000,193,4.83,5,4,True,0.7089409426561936,1.4602015839175861,1.1724417106533702,1.1724417106533702,1.051732513196011,1.086220855326685,1.120709197457359,1.086220855326685,1.079247152055473,0.9718444012649065,潜力词,0.0024447650140460102
63563817,2874903000,431,121.72,94,161,True,0.7089409426561936,1.0893209384328992,1.0837736525354638,1.0837736525354638,1.0251320957606391,1.0418868262677319,1.0586415567748246,1.0418868262677319,1.079247152055473,1.663078208004351,重点词,0.06161010300407461
63563817,2874903000,648,5.79,4,3,True,0.7089409426561936,0.9744764974538087,0.9893298859391734,0.9893298859391734,0.996798965781752,0.9946649429695866,0.9925309201574214,0.9946649429695866,1.079247152055473,0.9694981013703153,潜力词,0.002930681041682484
63563817,2874903000,1307,0.81,1,0,True,0.7089409426561936,1.741425592672084,1.0677062829835837,1.0677062829835837,1.020311884895075,1.0338531414917917,1.0473943980885085,1.0338531414917917,1.079247152055473,0.9593308018270871,黄金词,0.000409991648318275
63563817,2874903000,1490,1.88,1,1,True,0.7089409426561936,0.7502950691831852,0.9527721056402805,0.9527721056402805,0.9858316316920841,0.9763860528201402,0.9669404739481964,0.9763860528201402,1.079247152055473,1.0704419129381981,潜力词,0.0009515855541214283
63563817,2874903000,1812,7.32,4,3,True,0.7089409426561936,0.7707949344614142,0.8909115032677213,0.8909115032677213,0.9672734509803163,0.9454557516338606,0.9236380522874049,0.9454557516338606,1.079247152055473,0.9694981013703153,潜力词,0.0037051097107281146
63563817,2874903000,2249,4.33,3,3,True,0.7089409426561936,0.9772896513148186,0.9920632921866961,0.9920632921866961,0.9976189876560088,0.996031646093348,0.9944443045306872,0.996031646093348,1.079247152055473,1.0576342924039803,潜力词,0.002191683749652013
63563817,2874903000,2275,264.04,180,181,True,0.7089409426561936,0.9615961650188981,0.9627337427842332,0.9627337427842332,0.9888201228352699,0.9813668713921166,0.9739136199489632,0.9813668713921166,1.079247152055473,1.0086913681725733,重点词,0.1336471541011819
63563817,2874903000,2499,1.08,1,0,True,0.7089409426561936,1.306069194504063,1.0361657253899768,1.0361657253899768,1.010849717616993,1.0180828626949885,1.0253160077729837,1.0180828626949885,1.079247152055473,0.9593308018270871,黄金词,0.0005466555310910333
63563817,2874903000,2561,402.98,281,248,True,0.7089409426561936,0.9835869749071742,0.9839088145876145,0.9839088145876145,0.9951726443762843,0.9919544072938072,0.9887361702113301,0.9919544072938072,1.079247152055473,0.8880068415793902,重点词,0.20397337585098574
63563817,2874903000,2574,4.62,2,1,True,0.7089409426561936,0.6106297532746269,0.8581316608934367,0.8581316608934367,0.957439498268031,0.9290658304467183,0.9006921626254057,0.9290658304467183,1.079247152055473,0.9633977216443783,潜力词,0.0023384708830005312
63563817,2874903000,2596,1.47,1,1,True,0.7089409426561936,0.959561040860128,0.9937623011610061,0.9937623011610061,0.9981286903483018,0.9968811505805031,0.9956336108127043,0.9968811505805031,1.079247152055473,1.0704419129381981,潜力词,0.0007440589173183509
63563817,2874903000,2669,7.34,7,9,True,0.7089409426561936,1.3452156826227135,1.1645378643149817,1.1645378643149817,1.0493613592944944,1.0822689321574908,1.1151765050204872,1.0822689321574908,1.079247152055473,1.175598481096252,潜力词,0.0037152329613038743
63563817,2874903000,2797,5.41,4,3,True,0.7089409426561936,1.0429240148350376,1.0172397119716075,1.0172397119716075,1.0051719135914823,1.0086198559858037,1.0120677983801252,1.0086198559858037,1.079247152055473,0.9694981013703153,潜力词,0.0027383392807430467
63563817,2874903000,2959,1.27,2,2,True,0.7089409426561936,2.2213460315974616,1.1662496741831485,1.1662496741831485,1.0498749022549445,1.0831248370915743,1.116374771928204,1.0831248370915743,1.079247152055473,1.0633977216443784,潜力词,0.0006428264115607522
63563817,2874903000,3163,614.71,402,350,True,0.7089409426561936,0.9224561199360414,0.9234597066106012,0.9234597066106012,0.9770379119831802,0.9617298533053006,0.9464217946274208,0.9617298533053006,1.079247152055473,0.8747170176010824,重点词,0.3111431680712677
63563817,2874903000,3422,7.28,6,4,True,0.7089409426561936,1.1625451071959243,1.0771400508726423,1.0771400508726423,1.0231420152617927,1.038570025436321,1.0539980356108496,1.038570025436321,1.079247152055473,0.9024269440316989,潜力词,0.003684863209576595
63563817,2874903000,3465,1.98,2,1,True,0.7089409426561936,1.4248027576407962,1.0837758426423083,1.0837758426423083,1.0251327527926923,1.041887921321154,1.0586430898496157,1.041887921321154,1.079247152055473,0.9633977216443783,潜力词,0.0010022018070002278
63563817,2874903000,4345,0.56,1,0,True,0.7089409426561936,2.5188477322578358,1.0986722424668662,1.0986722424668662,1.0296016727400599,1.0493361212334331,1.0690705697268064,1.0493361212334331,1.079247152055473,0.9593308018270871,黄金词,0.00028345101612127656
63563817,2874903000,4363,0.15,1,1,True,0.7089409426561936,9.403698200429254,1.15353894397861,1.15353894397861,1.046061683193583,1.076769471989305,1.107477260785027,1.076769471989305,1.079247152055473,1.0704419129381981,潜力词,7.592437931819907e-05
63563817,2874903000,4527,103.53,68,96,True,0.7089409426561936,0.9264727291063305,0.9317835078804408,0.9317835078804408,0.9795350523641322,0.9658917539402204,0.9522484555163085,0.9658917539402204,1.079247152055473,1.3767628581111024,重点词,0.052403006605421
63563817,2874903000,4667,8.06,19,37,True,0.7089409426561936,3.3251290162808154,2.1625645081404077,2.1625645081404077,1.3487693524421223,1.5812822540702038,1.8137951556982854,1.5812822540702038,1.079247152055473,1.6901473043127326,重点词,0.00407966998203123
63563817,2874903000,4738,3.78,3,3,True,0.7089409426561936,1.1194878810034827,1.0381473133609092,1.0381473133609092,1.0114441940082726,1.0190736566804546,1.0267031193526364,1.0190736566804546,1.079247152055473,1.0576342924039803,潜力词,0.0019132943588186164
63563817,2874903000,4798,105.25,107,116,True,0.7089409426561936,1.4340081341272166,1.4031361408250775,1.4031361408250775,1.1209408422475233,1.2015680704125389,1.2821952985775542,1.2015680704125389,1.079247152055473,1.0837737149255982,重点词,0.05327360615493635
63563817,2874903000,4836,2.94,3,2,True,0.7089409426561936,1.439341561290192,1.1174240172902878,1.1174240172902878,1.0352272051870863,1.058712008645144,1.0821968121032015,1.058712008645144,1.079247152055473,0.9667252014948894,潜力词,0.0014881178346367017
63563817,2874903000,4860,46.03,41,111,True,0.7089409426561936,1.2564141632118164,1.2182056559926033,1.2182056559926033,1.065461696797781,1.1091028279963018,1.1527439591948223,1.1091028279963018,1.079247152055473,2.4415097391110976,重点词,0.023298661200111356
63563817,2874903000,5241,6.42,4,4,True,0.7089409426561936,0.8788502991055377,0.9462858370343614,0.9462858370343614,0.9838857511103083,0.9731429185171807,0.962400085924053,0.9731429185171807,1.079247152055473,1.0528314347036487,潜力词,0.00324956343481892
63563817,2874903000,5351,4.07,3,6,True,0.7089409426561936,1.0397209312513918,1.0133276331568974,1.0133276331568974,1.0039982899470692,1.0066638165784487,1.0093293432098283,1.0066638165784487,1.079247152055473,1.330361565131253,黄金词,0.002060081492167135
63563817,2874903000,5532,68.56,43,82,True,0.7089409426561936,0.8846828091127289,0.8968135394514316,0.8968135394514316,0.9690440618354295,0.9484067697257158,0.9277694776160021,0.9484067697257158,1.079247152055473,1.7771368081655643,重点词,0.034702502973704856
63563817,2874903000,5995,0.92,1,0,True,0.7089409426561936,1.5332116631134654,1.0546274755082838,1.0546274755082838,1.016388242652485,1.027313737754142,1.0382392328557986,1.027313737754142,1.079247152055473,0.9593308018270871,黄金词,0.0004656695264849543
63563817,2874903000,6242,4.45,4,3,True,0.7089409426561936,1.2679143641028208,1.0953012726025222,1.0953012726025222,1.0285903817807567,1.047650636301261,1.0667108908217655,1.047650636301261,1.079247152055473,0.9694981013703153,潜力词,0.0022524232531065725
63563817,2874903000,6282,162.07,119,149,True,0.7089409426561936,1.03570070264492,1.0340093627088827,1.0340093627088827,1.0102028088126647,1.0170046813544413,1.0238065538962178,1.0170046813544413,1.079247152055473,1.2412124190271163,重点词,0.08203376104067016
63563817,4190988309,9,34.07,14,71,True,0.6598062953995157,0.6227868689126272,0.6949524952255688,0.6949524952255688,0.9084857485676706,0.8474762476127844,0.7864667466578982,0.8474762476127844,7.4489296636085625,5.935974423130387,重点词,0.013961741468052324
63563817,4190988309,2397,2.26,2,36,True,0.6598062953995157,1.3412356905090526,1.0747279709835715,1.0747279709835715,1.0224183912950715,1.0373639854917858,1.0523095796885,1.0373639854917858,7.4489296636085625,9.55914373088685,黄金词,0.0009261384126151526
63563817,4190988309,2478,101.65,54,148,True,0.6598062953995157,0.8051372536631812,0.8194531203615201,0.8194531203615201,0.945835936108456,0.90972656018076,0.873617184253064,0.90972656018076,7.4489296636085625,3.348248988852718,重点词,0.04165573877979216
63563817,4190988309,2706,0.48,2,0,True,0.6598062953995157,6.314984709480123,1.298734503577337,1.298734503577337,1.089620351073201,1.1493672517886684,1.209114152504136,1.1493672517886684,7.4489296636085625,5.95914373088685,黄金词,0.00019670196374127136
63563817,4190988309,2941,38.41,28,269,True,0.6598062953995157,1.104834606813497,1.08665154395753,1.08665154395753,1.025995463187259,1.043325771978765,1.060656080770271,1.043325771978765,7.4489296636085625,9.127539925246346,重点词,0.015740255056879652
63563817,4190988309,3617,1.68,1,1,True,0.6598062953995157,0.9021406727828746,0.9831207731288737,0.9831207731288737,0.9949362319386621,0.9915603865644369,0.9881845411902116,0.9915603865644369,7.4489296636085625,6.732381923207611,潜力词,0.0006884568730944498
63563817,4190988309,4017,18.21,10,21,True,0.6598062953995157,0.8322879353515812,0.8837443206224701,0.8837443206224701,0.965123296186741,0.941872160311235,0.9186210244357291,0.941872160311235,7.4489296636085625,4.477302072714917,重点词,0.007462380749434483
63563817,4190988309,4097,37.12,19,418,True,0.6598062953995157,0.7757632078456185,0.8157664956890075,0.8157664956890075,0.9447299487067022,0.9078832478445038,0.8710365469823053,0.9078832478445038,7.4489296636085625,17.688571752180312,重点词,0.015211618529324985
63563817,4190988309,4101,33.58,27,56,True,0.6598062953995157,1.2186152744916974,1.1762992535406145,1.1762992535406145,1.0528897760621843,1.0881496267703072,1.1234094774784302,1.0881496267703072,7.4489296636085625,3.3026124945391,重点词,0.013760941546733109
63563817,4190988309,4135,1.57,1,1,True,0.6598062953995157,0.965347981067025,0.9943506054283727,0.9943506054283727,0.9983051816285118,0.9971753027141863,0.9960454237998609,0.9971753027141863,7.4489296636085625,6.732381923207611,潜力词,0.0006433793397370751
63563817,4190988309,4177,2053.55,1402,10918,True,0.6598062953995157,1.0347281804903077,1.0345924083827065,1.0345924083827065,1.0103777225148118,1.0172962041913531,1.0242146858678947,1.0172962041913531,7.4489296636085625,7.785525842063028,重点词,0.8415360784185164
63563817,4190988309,5374,73.72,28,44,True,0.6598062953995157,0.5756470055304723,0.6174700079201078,0.6174700079201078,0.8852410023760323,0.8087350039600538,0.7322290055440754,0.8087350039600538,7.4489296636085625,2.8775399252463476,重点词,0.030210143264596926
63563817,4190988309,5649,9.69,6,26,True,0.6598062953995157,0.9384497401085012,0.966398759529655,0.966398759529655,0.9899196278588964,0.9831993797648275,0.9764791316707585,0.9831993797648275,7.4489296636085625,6.113674093490608,重点词,0.003970920893026916
63563817,4190988309,6082,1.85,1,1,True,0.6598062953995157,0.8192412596082319,0.9662559364556236,0.9662559364556236,0.9898767809366871,0.9831279682278118,0.9763791555189365,0.9831279682278118,7.4489296636085625,6.732381923207611,潜力词,0.0007581221519194835
63563817,4190988309,6083,22.89,16,84,True,0.6598062953995157,1.0593945515248437,1.0439270204976954,1.0439270204976954,1.0131781061493086,1.0219635102488476,1.0307489143483868,1.0219635102488476,7.4489296636085625,5.9829765545361875,重点词,0.009380224895911879
63563817,4190988309,6224,3.44,2,2,True,0.6598062953995157,0.8811606571367613,0.9644515357000399,0.9644515357000399,0.989335460710012,0.9822257678500199,0.975116074990028,0.9822257678500199,7.4489296636085625,6.15914373088685,潜力词,0.0014096974068124447
63563817,4190988309,6245,6.07,2,61,True,0.6598062953995157,0.4993727612109487,0.7849393248797211,0.7849393248797211,0.9354817974639162,0.8924696624398605,0.8494575274158047,0.8924696624398605,7.4489296636085625,12.05914373088685,黄金词,0.0024874602498114943
63563817,4190988310,228,4.64,4,3,True,0.6589868503720475,1.3081732435640239,1.1125924291446512,1.1125924291446512,1.0337777287433954,1.0562962145723256,1.0788147004012558,1.0562962145723256,2.2905878769418213,1.7770585846278808,潜力词,0.0009662218020453083
63563817,4190988310,925,109.28,74,122,True,0.6589868503720475,1.0275767864891636,1.0256825569075831,1.0256825569075831,1.007704767072275,1.0128412784537915,1.0179777898353082,1.0128412784537915,2.2905878769418213,1.7112768660431046,重点词,0.022756189337825708
63563817,4190988310,990,12.69,8,28,True,0.6589868503720475,0.9566467848915793,0.9734866361577899,0.9734866361577899,0.9920459908473369,0.9867433180788949,0.9814406453104529,0.9867433180788949,2.2905878769418213,2.8952939384709104,重点词,0.0026425333336109833
63563817,4190988310,1108,1.73,1,1,True,0.6589868503720475,0.8771566257423512,0.9782922331495676,0.9782922331495676,0.9934876699448703,0.9891461165747838,0.9848045632046973,0.9891461165747838,2.2905878769418213,2.1471892239482857,潜力词,0.0003602508011936171
63563817,4190988310,1186,55.07,39,57,True,0.6589868503720475,1.0746642008141718,1.0651315941523276,1.0651315941523276,1.0195394782456981,1.0325657970761637,1.0455921159066293,1.0325657970761637,2.2905878769418213,1.6026532556496715,重点词,0.011467636775567915
63563817,4190988310,1567,367.4,238,812,True,0.6589868503720475,0.9830170633727701,0.9833816360814885,0.9833816360814885,0.9950144908244465,0.9916908180407442,0.988367145257042,0.9916908180407442,2.2905878769418213,3.3753036707948563,重点词,0.07650644182574273
63563817,4190988310,1583,0.48,1,1,True,0.6589868503720475,3.161418671946391,1.121484890226495,1.121484890226495,1.0364454670679484,1.0607424451132474,1.0850394231585465,1.0607424451132474,2.2905878769418213,2.1471892239482857,潜力词,9.995397952192844e-05
63563817,4190988310,1667,93.58,53,120,True,0.6589868503720475,0.859441023876001,0.8705872787713124,0.8705872787713124,0.9611761836313937,0.9352936393856561,0.9094110951399187,0.9352936393856561,2.2905878769418213,2.2676180822218783,重点词,0.0194868612576293
63563817,4190988310,2123,72.85,47,122,True,0.6589868503720475,0.9790199758285598,0.9811099399222665,0.9811099399222665,0.99433298197668,0.9905549699611332,0.9867769579455865,0.9905549699611332,2.2905878769418213,2.551358236646083,重点词,0.015170098767026014
63563817,4190988310,2212,3.45,2,2,True,0.6589868503720475,0.8796991087155175,0.9639410881901421,0.9639410881901421,0.9891823264570425,0.981970544095071,0.9747587617330995,0.981970544095071,2.2905878769418213,2.032470301553457,潜力词,0.0007184192278138607
63563817,4190988310,2294,6.61,4,4,True,0.6589868503720475,0.9182940771765612,0.9631849931927109,0.9631849931927109,0.9889554979578132,0.9815924965963554,0.9742294952348977,0.9815924965963554,2.2905878769418213,1.8603919179612143,潜力词,0.0013764495929998897
63563817,4190988310,2892,148.25,104,175,True,0.6589868503720475,1.0645397646108858,1.0612118233226526,1.0612118233226526,1.0183635469967958,1.0306059116613264,1.0428482763258569,1.0306059116613264,2.2905878769418213,1.7261134197815586,重点词,0.030871203050262273
63563817,4190988310,2980,1.88,1,1,True,0.6589868503720475,0.8071707247522699,0.9635292718847352,0.9635292718847352,0.9890587815654206,0.9817646359423676,0.9744704903193147,0.9817646359423676,2.2905878769418213,2.1471892239482857,潜力词,0.0003914864197942197
63563817,4190988310,2985,1810.51,1217,1985,True,0.6589868503720475,1.020029898428732,1.0199411248421582,1.0199411248421582,1.0059823374526473,1.009970562421079,1.0139587873895106,1.009970562421079,2.2905878769418213,1.6353671045024774,重点词,0.37701599888384724
63563817,4190988310,3169,1047.53,674,977,True,0.6589868503720475,0.9763750620489117,0.9765554512150516,0.9765554512150516,0.9929666353645155,0.9882777256075258,0.9835888158505361,0.9882777256075258,2.2905878769418213,1.4594203856532766,重点词,0.21813498368459522
63563817,4190988310,3180,3.89,3,14,True,0.6589868503720475,1.170293801440309,1.0554345512638328,1.0554345512638328,1.0166303653791497,1.0277172756319164,1.038804185884683,1.0277172756319164,2.2905878769418213,2.938609365048597,黄金词,0.0008100437090422951
63563817,4190988310,3304,17.28,11,26,True,0.6589868503720475,0.9659890386502861,0.9768070476668089,0.9768070476668089,0.9930421143000426,0.9884035238334045,0.9837649333667663,0.9884035238334045,2.2905878769418213,2.3328791060807665,重点词,0.0035983432627894243
63563817,4190988310,3501,1.01,1,0,True,0.6589868503720475,1.5024563985487798,1.055951594546226,1.055951594546226,1.0167854783638677,1.027975797273113,1.0391661161823582,1.027975797273113,2.2905878769418213,2.0360781128371745,黄金词,0.00021031983191072443
63563817,4190988310,3818,5.74,2,9,True,0.6589868503720475,0.5287390113359817,0.8039827481933722,0.8039827481933722,0.9411948244580116,0.9019913740966861,0.8627879237353606,0.9019913740966861,2.2905878769418213,2.732470301553457,黄金词,0.0011952830051163944
63563817,4190988310,4048,9.39,8,49,True,0.6589868503720475,1.2928485303806325,1.1575843954311826,1.1575843954311826,1.0472753186293549,1.0787921977155914,1.110309076801828,1.0787921977155914,2.2905878769418213,4.20779393847091,重点词,0.0019553497243977253
