方案ID,推广单元ID,关键词ID,类,C,K,V,d,qbar,eta_raw,eta_sm,w,eta
63563817,1841014603,5801,黄金词,0.5,1.0,2.0,2.0,0.8438207903347595,2.370171513795675,1.0800333828151678,0.00010681272951385254,1.0800333828151678
63563817,1841014603,6083,重点词,126.96,76.0,279.0,3.6710526315789473,0.8438207903347595,0.7094086131398524,0.726755425301701,0.027121888278157435,0.726755425301701
63563817,1841014603,6149,重点词,183.37,97.0,613.0,6.319587628865979,0.8438207903347595,0.6268927219233803,0.6426020917259063,0.039172500421910283,0.6426020917259063
63563817,1841014603,6352,重点词,61.07,36.0,181.0,5.027777777777778,0.8438207903347595,0.6985932085855928,0.7337348075845821,0.01304610678282195,0.7337348075845821
63563817,1841014603,6414,潜力词,1.78,1.0,1.0,1.0,0.8438207903347595,0.6657785151111447,0.9395412354570974,0.000380253317069315,0.9395412354570974
63563817,2526158329,770,重点词,41.28,30.0,49.0,1.6333333333333333,0.5831099195710456,1.2463245121625233,1.206085850467551,0.4725815684029765,1.206085850467551
63563817,2526158329,934,黄金词,3.84,2.0,4.0,2.0,0.5831099195710456,0.893199233716475,0.9655365594513667,0.04396107613050944,0.9655365594513667
63563817,2526158329,1262,潜力词,2.21,1.0,1.0,1.0,0.5831099195710456,0.7759920944505122,0.9517957671602368,0.0253005151688609,0.9517957671602368
63563817,2526158329,2397,重点词,8.06,6.0,24.0,4.0,0.5831099195710456,1.2766321553863265,1.1383160776931631,0.09227246708643388,1.1383160776931631
63563817,2526158329,3286,潜力词,1.9,1.0,1.0,1.0,0.5831099195710456,0.9026013309134905,0.9814199326039791,0.02175157412707498,0.9814199326039791
63563817,2526158329,5236,黄金词,7.11,5.0,36.0,7.2,0.5831099195710456,1.2060074041741435,1.0965532395305313,0.08139668002289639,1.0965532395305313
63563817,2526158329,5700,潜力词,3.63,2.0,1.0,0.5,0.5831099195710456,0.9448719166587505,0.9828815275852236,0.04155695477962221,0.9828815275852236
63563817,2526158329,6207,黄金词,2.68,2.0,3.0,1.5,0.5831099195710456,1.2798078572653968,1.0698216999507695,0.030681167716084715,1.0698216999507695
63563817,2526158329,6545,重点词,14.84,6.0,37.0,6.166666666666667,0.5831099195710456,0.6933729900548378,0.8012949856949254,0.1698912421293646,0.8012949856949254
63563817,2526158329,6604,黄金词,1.8,1.0,2.0,2.0,0.5831099195710456,0.9527458492975733,0.9913734816161898,0.0206067544361763,0.9913734816161898
63563817,2874903000,193,潜力词,4.83,5.0,4.0,0.8,0.7089409426561936,1.4602015839175861,1.17244171065337,0.0024447650140460102,1.17244171065337
63563817,2874903000,431,重点词,121.72,94.0,161.0,1.7127659574468086,0.7089409426561936,1.0893209384328992,1.0837736525354638,0.061610103004074615,1.0837736525354638
63563817,2874903000,648,潜力词,5.79,4.0,3.0,0.75,0.7089409426561936,0.9744764974538087,0.9893298859391734,0.0029306810416824844,0.9893298859391734
63563817,2874903000,1307,黄金词,0.81,1.0,0.0,0.0,0.7089409426561936,1.741425592672084,1.0677062829835837,0.00040999164831827505,1.0677062829835837
63563817,2874903000,1490,潜力词,1.88,1.0,1.0,1.0,0.7089409426561936,0.7502950691831852,0.9527721056402805,0.0009515855541214284,0.9527721056402805
63563817,2874903000,1812,潜力词,7.32,4.0,3.0,0.75,0.7089409426561936,0.7707949344614142,0.8909115032677213,0.003705109710728115,0.8909115032677213
63563817,2874903000,2249,潜力词,4.33,3.0,3.0,1.0,0.7089409426561936,0.9772896513148186,0.9920632921866961,0.0021916837496520135,0.9920632921866961
63563817,2874903000,2275,重点词,264.04,180.0,181.0,1.0055555555555555,0.7089409426561936,0.9615961650188981,0.9627337427842332,0.13364715410118191,0.9627337427842332
63563817,2874903000,2499,黄金词,1.08,1.0,0.0,0.0,0.7089409426561936,1.306069194504063,1.0361657253899768,0.0005466555310910334,1.0361657253899768
63563817,2874903000,2561,重点词,402.98,281.0,248.0,0.8825622775800712,0.7089409426561936,0.9835869749071742,0.9839088145876145,0.20397337585098577,0.9839088145876145
63563817,2874903000,2574,潜力词,4.62,2.0,1.0,0.5,0.7089409426561936,0.6106297532746269,0.8581316608934366,0.0023384708830005317,0.8581316608934366
63563817,2874903000,2596,潜力词,1.47,1.0,1.0,1.0,0.7089409426561936,0.959561040860128,0.9937623011610061,0.000744058917318351,0.9937623011610061
63563817,2874903000,2669,潜力词,7.34,7.0,9.0,1.2857142857142858,0.7089409426561936,1.3452156826227135,1.1645378643149815,0.0037152329613038748,1.1645378643149815
63563817,2874903000,2797,潜力词,5.41,4.0,3.0,0.75,0.7089409426561936,1.0429240148350376,1.0172397119716075,0.0027383392807430467,1.0172397119716075
63563817,2874903000,2959,潜力词,1.27,2.0,2.0,1.0,0.7089409426561936,2.2213460315974616,1.1662496741831485,0.0006428264115607523,1.1662496741831485
63563817,2874903000,3163,重点词,614.71,402.0,350.0,0.8706467661691543,0.7089409426561936,0.9224561199360414,0.9234597066106012,0.31114316807126774,0.9234597066106012
63563817,2874903000,3422,潜力词,7.28,6.0,4.0,0.6666666666666666,0.7089409426561936,1.1625451071959243,1.077140050872642,0.0036848632095765953,1.077140050872642
63563817,2874903000,3465,潜力词,1.98,2.0,1.0,0.5,0.7089409426561936,1.4248027576407962,1.0837758426423083,0.0010022018070002278,1.0837758426423083
63563817,2874903000,4345,黄金词,0.56,1.0,0.0,0.0,0.7089409426561936,2.5188477322578358,1.0986722424668662,0.00028345101612127656,1.0986722424668662
63563817,2874903000,4363,潜力词,0.15,1.0,1.0,1.0,0.7089409426561936,9.403698200429254,1.15353894397861,7.592437931819907e-05,1.15353894397861
63563817,2874903000,4527,重点词,103.53,68.0,96.0,1.411764705882353,0.7089409426561936,0.9264727291063305,0.9317835078804408,0.05240300660542101,0.9317835078804408
63563817,2874903000,4667,重点词,8.06,19.0,37.0,1.9473684210526316,0.7089409426561936,3.3251290162808154,2.1625645081404077,0.004079669982031231,2.1625645081404077
63563817,2874903000,4738,潜力词,3.78,3.0,3.0,1.0,0.7089409426561936,1.1194878810034827,1.0381473133609092,0.0019132943588186166,1.0381473133609092
63563817,2874903000,4798,重点词,105.25,107.0,116.0,1.0841121495327102,0.7089409426561936,1.4340081341272166,1.4031361408250778,0.05327360615493636,1.4031361408250778
63563817,2874903000,4836,潜力词,2.94,3.0,2.0,0.6666666666666666,0.7089409426561936,1.439341561290192,1.1174240172902878,0.001488117834636702,1.1174240172902878
63563817,2874903000,4860,重点词,46.03,41.0,111.0,2.707317073170732,0.7089409426561936,1.2564141632118164,1.218205655992603,0.023298661200111356,1.218205655992603
63563817,2874903000,5241,潜力词,6.42,4.0,4.0,1.0,0.7089409426561936,0.8788502991055377,0.9462858370343614,0.0032495634348189205,0.9462858370343614
63563817,2874903000,5351,黄金词,4.07,3.0,6.0,2.0,0.7089409426561936,1.0397209312513918,1.0133276331568972,0.0020600814921671352,1.0133276331568972
63563817,2874903000,5532,重点词,68.56,43.0,82.0,1.9069767441860466,0.7089409426561936,0.8846828091127289,0.8968135394514316,0.03470250297370486,0.8968135394514316
63563817,2874903000,5995,黄金词,0.92,1.0,0.0,0.0,0.7089409426561936,1.5332116631134654,1.0546274755082838,0.00046566952648495436,1.0546274755082838
63563817,2874903000,6242,潜力词,4.45,4.0,3.0,0.75,0.7089409426561936,1.2679143641028208,1.095301272602522,0.002252423253106573,1.095301272602522
63563817,2874903000,6282,重点词,162.07,119.0,149.0,1.2521008403361344,0.7089409426561936,1.03570070264492,1.0340093627088827,0.08203376104067016,1.0340093627088827
63563817,4190988309,9,重点词,34.07,14.0,71.0,5.071428571428571,0.6598062953995157,0.6227868689126272,0.6949524952255688,0.013961741468052322,0.6949524952255688
63563817,4190988309,2397,黄金词,2.26,2.0,36.0,18.0,0.6598062953995157,1.3412356905090526,1.0747279709835715,0.0009261384126151524,1.0747279709835715
63563817,4190988309,2478,重点词,101.65,54.0,148.0,2.740740740740741,0.6598062953995157,0.8051372536631812,0.8194531203615201,0.04165573877979215,0.8194531203615201
63563817,4190988309,2706,黄金词,0.48,2.0,0.0,0.0,0.6598062953995157,6.314984709480123,1.298734503577337,0.00019670196374127133,1.298734503577337
63563817,4190988309,2941,重点词,38.41,28.0,269.0,9.607142857142858,0.6598062953995157,1.104834606813497,1.08665154395753,0.01574025505687965,1.08665154395753
63563817,4190988309,3617,潜力词,1.68,1.0,1.0,1.0,0.6598062953995157,0.9021406727828746,0.9831207731288736,0.0006884568730944497,0.9831207731288736
63563817,4190988309,4017,重点词,18.21,10.0,21.0,2.1,0.6598062953995157,0.8322879353515812,0.8837443206224701,0.007462380749434482,0.8837443206224701
63563817,4190988309,4097,重点词,37.12,19.0,418.0,22.0,0.6598062953995157,0.7757632078456185,0.8157664956890075,0.015211618529324981,0.8157664956890075
63563817,4190988309,4101,重点词,33.58,27.0,56.0,2.074074074074074,0.6598062953995157,1.2186152744916974,1.1762992535406147,0.013760941546733105,1.1762992535406147
63563817,4190988309,4135,潜力词,1.57,1.0,1.0,1.0,0.6598062953995157,0.965347981067025,0.9943506054283727,0.000643379339737075,0.9943506054283727
63563817,4190988309,4177,重点词,2053.55,1402.0,10918.0,7.787446504992867,0.6598062953995157,1.0347281804903077,1.0345924083827065,0.8415360784185162,1.0345924083827065
63563817,4190988309,5374,重点词,73.72,28.0,44.0,1.5714285714285714,0.6598062953995157,0.5756470055304723,0.6174700079201078,0.030210143264596923,0.6174700079201078
63563817,4190988309,5649,重点词,9.69,6.0,26.0,4.333333333333333,0.6598062953995157,0.9384497401085012,0.966398759529655,0.003970920893026915,0.966398759529655
63563817,4190988309,6082,潜力词,1.85,1.0,1.0,1.0,0.6598062953995157,0.8192412596082319,0.9662559364556236,0.0007581221519194832,0.9662559364556236
63563817,4190988309,6083,重点词,22.89,16.0,84.0,5.25,0.6598062953995157,1.0593945515248437,1.0439270204976954,0.009380224895911877,1.0439270204976954
63563817,4190988309,6224,潜力词,3.44,2.0,2.0,1.0,0.6598062953995157,0.8811606571367613,0.9644515357000398,0.0014096974068124445,0.9644515357000398
63563817,4190988309,6245,黄金词,6.07,2.0,61.0,30.5,0.6598062953995157,0.4993727612109487,0.7849393248797211,0.002487460249811494,0.7849393248797211
63563817,4190988310,228,潜力词,4.64,4.0,3.0,0.75,0.6589868503720475,1.3081732435640239,1.1125924291446514,0.0009662218020453083,1.1125924291446514
63563817,4190988310,925,重点词,109.28,74.0,122.0,1.6486486486486487,0.6589868503720475,1.0275767864891636,1.0256825569075831,0.022756189337825708,1.0256825569075831
63563817,4190988310,990,重点词,12.69,8.0,28.0,3.5,0.6589868503720475,0.9566467848915793,0.97348663615779,0.0026425333336109833,0.97348663615779
63563817,4190988310,1108,潜力词,1.73,1.0,1.0,1.0,0.6589868503720475,0.8771566257423512,0.9782922331495676,0.0003602508011936171,0.9782922331495676
63563817,4190988310,1186,重点词,55.07,39.0,57.0,1.4615384615384615,0.6589868503720475,1.0746642008141718,1.0651315941523276,0.011467636775567915,1.0651315941523276
63563817,4190988310,1567,重点词,367.4,238.0,812.0,3.411764705882353,0.6589868503720475,0.9830170633727701,0.9833816360814887,0.07650644182574273,0.9833816360814887
63563817,4190988310,1583,潜力词,0.48,1.0,1.0,1.0,0.6589868503720475,3.161418671946391,1.121484890226495,9.995397952192844e-05,1.121484890226495
63563817,4190988310,1667,重点词,93.58,53.0,120.0,2.2641509433962264,0.6589868503720475,0.859441023876001,0.8705872787713121,0.0194868612576293,0.8705872787713121
63563817,4190988310,2123,重点词,72.85,47.0,122.0,2.595744680851064,0.6589868503720475,0.9790199758285598,0.9811099399222665,0.015170098767026014,0.9811099399222665
63563817,4190988310,2212,潜力词,3.45,2.0,2.0,1.0,0.6589868503720475,0.8796991087155175,0.963941088190142,0.0007184192278138607,0.963941088190142
63563817,4190988310,2294,潜力词,6.61,4.0,4.0,1.0,0.6589868503720475,0.9182940771765612,0.9631849931927109,0.0013764495929998897,0.9631849931927109
63563817,4190988310,2892,重点词,148.25,104.0,175.0,1.6826923076923077,0.6589868503720475,1.0645397646108858,1.0612118233226524,0.030871203050262273,1.0612118233226524
63563817,4190988310,2980,潜力词,1.88,1.0,1.0,1.0,0.6589868503720475,0.8071707247522699,0.9635292718847351,0.0003914864197942197,0.9635292718847351
63563817,4190988310,2985,重点词,1810.51,1217.0,1985.0,1.6310599835661463,0.6589868503720475,1.020029898428732,1.0199411248421582,0.37701599888384724,1.0199411248421582
63563817,4190988310,3169,重点词,1047.53,674.0,977.0,1.4495548961424332,0.6589868503720475,0.9763750620489117,0.9765554512150517,0.21813498368459522,0.9765554512150517
63563817,4190988310,3180,黄金词,3.89,3.0,14.0,4.666666666666667,0.6589868503720475,1.170293801440309,1.0554345512638328,0.0008100437090422951,1.0554345512638328
63563817,4190988310,3304,重点词,17.28,11.0,26.0,2.3636363636363638,0.6589868503720475,0.9659890386502861,0.976807047666809,0.0035983432627894243,0.976807047666809
63563817,4190988310,3501,黄金词,1.01,1.0,0.0,0.0,0.6589868503720475,1.5024563985487798,1.0559515945462257,0.00021031983191072443,1.0559515945462257
63563817,4190988310,3818,黄金词,5.74,2.0,9.0,4.5,0.6589868503720475,0.5287390113359817,0.8039827481933721,0.0011952830051163944,0.8039827481933721
63563817,4190988310,4048,重点词,9.39,8.0,49.0,6.125,0.6589868503720475,1.2928485303806325,1.1575843954311826,0.0019553497243977253,1.1575843954311826
63563817,4190988310,4155,潜力词,5.39,4.0,6.0,1.5,0.6589868503720475,1.1261454267415716,1.050551959117998,0.0011223998950483213,1.050551959117998
63563817,4190988310,4403,重点词,25.77,19.0,160.0,8.421052631578947,0.6589868503720475,1.118825699967058,1.0905154681688172,0.005366279275583533,1.0905154681688172
63563817,4190988310,4675,重点词,22.54,16.0,61.0,3.8125,0.6589868503720475,1.0771825821006336,1.0568527908675909,0.00469367228838389,1.0568527908675909
63563817,4190988310,4713,黄金词,4.68,1.0,7.0,7.0,0.6589868503720475,0.32424806891757857,0.751764596745233,0.0009745513003388023,0.751764596745233
63563817,4190988310,4773,重点词,205.93,107.0,171.0,1.5981308411214954,0.6589868503720475,0.7884740591034167,0.7964412495498229,0.04288233958948068,0.7964412495498229
63563817,4190988310,4791,重点词,24.87,13.0,116.0,8.923076923076923,0.6589868503720475,0.7932148175691789,0.8438278928923619,0.005178865563979918,0.8438278928923619
63563817,4190988310,4827,重点词,96.36,61.0,207.0,3.3934426229508197,0.6589868503720475,0.9606303312016431,0.9636692081458563,0.020065761389027135,0.9636692081458563
63563817,4190988310,5010,重点词,63.52,44.0,78.0,1.7727272727272727,0.6589868503720475,1.0511518002441398,1.0453920417925087,0.013227243290068531,1.0453920417925087
63563817,4190988310,5134,重点词,168.35,129.0,782.0,6.062015503875969,0.6589868503720475,1.162786125137633,1.1553485866272915,0.03505677594274303,1.1553485866272915
63563817,4190988310,5267,重点词,110.96,83.0,183.0,2.2048192771084336,0.6589868503720475,1.135102017757248,1.1259529481628654,0.02310602826615246,1.1259529481628654
63563817,4190988310,5330,重点词,121.6,77.0,649.0,8.428571428571429,0.6589868503720475,0.9609048858152845,0.9633351389413742,0.025321674812221872,0.9633351389413742
63563817,4190988310,5418,重点词,15.18,8.0,64.0,8.0,0.6589868503720475,0.7997264624686522,0.8691844965694552,0.003161044602380987,0.8691844965694552
63563817,4190988310,5812,潜力词,5.56,4.0,6.0,1.5,0.6589868503720475,1.0917129226865234,1.0374393428881843,0.0011578002627956711,1.0374393428881843
63563817,4190988310,5840,潜力词,3.66,2.0,2.0,1.0,0.6589868503720475,0.8292245696908565,0.9466691062345166,0.0007621490938547044,0.9466691062345166
63563817,4190988310,6325,重点词,83.51,64.0,118.0,1.84375,0.6589868503720475,1.1629599042293512,1.1486161581543424,0.017389910062242178,1.1486161581543424
63563817,4190988310,6352,重点词,70.17,42.0,269.0,6.404761904761905,0.6589868503720475,0.9082827479897283,0.917732333202598,0.014612022381361915,0.917732333202598
63563817,4190988310,6364,潜力词,0.9,1.0,1.0,1.0,0.6589868503720475,1.6860899583714084,1.068915285997128,0.00018741371160361584,1.068915285997128
495403620,8878077181,1048,重点词,1263.59,2840.0,29775.0,10.484154929577464,1.3584312096575868,1.6545294770951366,1.6503809239670066,0.010171727750376934,1.6503809239670066
495403620,8878077181,1607,重点词,1149.42,805.0,8194.0,10.17888198757764,1.3584312096575868,0.5155603144610864,0.5189336633443878,0.009252674768586534,0.5189336633443878
495403620,8878077181,3989,重点词,75197.1,124758.0,1230619.0,9.864048798473846,1.3584312096575868,1.2213205395518953,1.2212968198556833,0.6053264340631609,1.2212968198556833
495403620,8878077181,5778,重点词,46615.59,40349.0,425786.0,10.552578750402736,1.3584312096575868,0.6371826467637042,0.6372453683195473,0.3752491634178757,0.6372453683195473
495403620,9628223555,6,潜力词,4.69,3.0,2.0,0.6666666666666666,0.7871055425316781,0.8126722708070989,0.9310927803988467,5.185529740560982e-05,0.9310927803988467
495403620,9628223555,14,潜力词,1.48,2.0,1.0,0.5,0.7871055425316781,1.71686168922761,1.1112112473854152,1.6363718584286254e-05,1.1112112473854152
495403620,9628223555,31,黄金词,0.83,1.0,0.0,0.0,0.7871055425316781,1.5306959638896767,1.0495475421854255,9.176950287133507e-06,1.0495475421854255
495403620,9628223555,55,潜力词,0.9,1.0,1.0,1.0,0.7871055425316781,1.4116418333649239,1.0413479520121016,9.950909949903804e-06,1.0413479520121016
495403620,9628223555,57,潜力词,5.02,6.0,2.0,0.3333333333333333,0.7871055425316781,1.5184991833009143,1.198995863927415,5.550396438724121e-05,1.198995863927415
495403620,9628223555,62,潜力词,5.88,7.0,10.0,1.4285714285714286,0.7871055425316781,1.51247339289099,1.2161652475035165,6.501261167270484e-05,1.2161652475035165
495403620,9628223555,104,重点词,210.57,164.0,201.0,1.225609756097561,0.7871055425316781,0.9894967687926237,0.9898839802619164,0.00232818123127916,0.9898839802619164
495403620,9628223555,149,潜力词,1.23,1.0,1.0,1.0,0.7871055425316781,1.0329086585597003,1.004357120562802,1.3599576931535197e-05,1.004357120562802
495403620,9628223555,175,潜力词,6.73,4.0,2.0,0.5,0.7871055425316781,0.7551130163616234,0.8885673157615771,7.441069329205845e-05,0.8885673157615771
495403620,9628223555,190,潜力词,4.14,3.0,2.0,0.6666666666666666,0.7871055425316781,0.9206359782814723,0.9730682745971555,4.577418576955749e-05,0.9730682745971555
495403620,9628223555,235,重点词,46.26,36.0,60.0,1.6666666666666667,0.7871055425316781,0.9886985603334097,0.9903754676182536,0.0005114767714250554,0.9903754676182536
495403620,9628223555,306,黄金词,0.65,2.0,2.0,1.0,0.7871055425316781,3.909162000087481,1.2171016417975733,7.186768297152747e-06,1.2171016417975733
495403620,9628223555,400,重点词,79.42,60.0,80.0,1.3333333333333333,0.7871055425316781,0.9598169101196913,0.9635191929778906,0.0008781125202459556,0.9635191929778906
495403620,9628223555,444,重点词,11427.64,6746.0,61262.0,9.081233323450935,0.7871055425316781,0.7499923192445509,0.7501685272516593,0.12635046286657634,0.7501685272516593
495403620,9628223555,523,重点词,9.83,10.0,24.0,2.4,0.7871055425316781,1.2924492879231246,1.1606918110835278,0.00010868604978617155,1.1606918110835278
495403620,9628223555,524,重点词,8.95,6.0,14.0,2.3333333333333335,0.7871055425316781,0.8517168603542559,0.9219791828436563,9.895627116848782e-05,0.9219791828436563
495403620,9628223555,528,黄金词,1.27,1.0,0.0,0.0,0.7871055425316781,1.0003761023845916,1.0000511950727151,1.4041839595975367e-05,1.0000511950727151
495403620,9628223555,552,潜力词,0.94,1.0,1.0,1.0,0.7871055425316781,1.3515719681153526,1.0367197388920482,1.0393172614343971e-05,1.0367197388920482
495403620,9628223555,570,潜力词,4.51,4.0,2.0,0.5,0.7871055425316781,1.1268094457014914,1.0454980588793736,4.986511541562906e-05,1.0454980588793736
495403620,9628223555,646,潜力词,4.58,6.0,4.0,0.6666666666666666,0.7871055425316781,1.664381200910609,1.2407330617223566,5.0639075078399356e-05,1.2407330617223566
495403620,9628223555,652,黄金词,2.01,4.0,7.0,1.75,0.7871055425316781,2.528313731399864,1.3050556703191387,2.222369888811849e-05,1.3050556703191387
495403620,9628223555,665,重点词,893.04,602.0,734.0,1.2192691029900333,0.7871055425316781,0.8564314535934737,0.8577156201499455,0.009873956246291213,0.8577156201499455
495403620,9628223555,700,重点词,111.9,117.0,191.0,1.6324786324786325,0.7871055425316781,1.328381457134285,1.3063178147159593,0.0012372298037713729,1.3063178147159593
495403620,9628223555,703,潜力词,1.38,1.0,1.0,1.0,0.7871055425316781,0.9206359782814723,0.9883980561470795,1.5258061923185831e-05,0.9883980561470795
495403620,9628223555,711,黄金词,0.81,1.0,0.0,0.0,0.7871055425316781,1.5684909259610265,1.051914052990804,8.955818954913424e-06,1.051914052990804
495403620,9628223555,734,潜力词,1.77,1.0,1.0,1.0,0.7871055425316781,0.7177839830669105,0.9491838911524346,1.9570122901477482e-05,0.9491838911524346
495403620,9628223555,755,潜力词,5.73,7.0,13.0,1.8571428571428572,0.7871055425316781,1.5520669372075078,1.2293940210441638,6.335412668105421e-05,1.2293940210441638
495403620,9628223555,859,重点词,32.11,16.0,41.0,2.5625,0.7871055425316781,0.6330626720789444,0.7066876375517774,0.0003550263538793457,0.7066876375517774
495403620,9628223555,875,重点词,1047.58,1054.0,1220.0,1.157495256166983,0.7871055425316781,1.278263658269504,1.2761390655242006,0.011582638050355806,1.2761390655242006
495403620,9628223555,909,黄金词,5.4,2.0,0.0,0.0,0.7871055425316781,0.4705472777883079,0.7875895468095737,5.970545969942283e-05,0.7875895468095737
495403620,9628223555,958,潜力词,0.37,1.0,1.0,1.0,0.7871055425316781,3.43372337845522,1.1068182265751403,4.0909296460715635e-06,1.1068182265751403
495403620,9628223555,1018,重点词,102.67,67.0,256.0,3.8208955223880596,0.7871055425316781,0.829083496171276,0.8415244518369449,0.0011351776939518038,0.8415244518369449
495403620,9628223555,1040,黄金词,5.45,6.0,29.0,4.833333333333333,0.7871055425316781,1.398690990856989,1.160833893424914,6.025828802997303e-05,1.160833893424914
495403620,9628223555,1049,潜力词,1.61,1.0,1.0,1.0,0.7871055425316781,0.7891165528126903,0.9648891054838089,1.7801072243716805e-05,0.9648891054838089
495403620,9628223555,1092,重点词,24.51,26.0,46.0,1.7692307692307692,0.7871055425316781,1.3477119094548842,1.261664688386221,0.0002709964476357136,1.261664688386221
495403620,9628223555,1094,潜力词,2.51,3.0,3.0,1.0,0.7871055425316781,1.5184991833009143,1.1231251608406143,2.7751982193620604e-05,1.1231251608406143
495403620,9628223555,1164,重点词,18.53,13.0,78.0,6.0,0.7871055425316781,0.8913226902520026,0.9242651165990827,0.0002048781793019083,0.9242651165990827
495403620,9628223555,1241,黄金词,3.09,4.0,10.0,2.5,0.7871055425316781,1.644631262172727,1.1786466905931594,3.416479082800306e-05,1.1786466905931594
495403620,9628223555,1257,重点词,212.08,164.0,241.0,1.4695121951219512,0.7871055425316781,0.9824515965893189,0.9830940974137492,0.0023448766468617765,0.9830940974137492
495403620,9628223555,1270,潜力词,3.53,4.0,1.0,0.25,0.7871055425316781,1.439634730910404,1.1339008283100713,3.902968013684492e-05,1.1339008283100713
495403620,9628223555,1285,潜力词,2.38,1.0,1.0,1.0,0.7871055425316781,0.5338141386674082,0.8937239128379724,2.6314628534190056e-05,0.8937239128379724
495403620,9628223555,1316,重点词,45.15,213.0,54.0,0.2535211267605634,0.7871055425316781,5.993615491828481,5.237206154032248,0.0004992039824868408,2.7815632632211615
